file,class,isosurface_points,isosurface_cells
data/vtk/glioma/Tr-gl_868.vtk,glioma,12276,24056
data/vtk/glioma/Tr-gl_869.vtk,glioma,3120,6088
data/vtk/glioma/Tr-gl_87.vtk,glioma,36344,71852
data/vtk/glioma/Tr-gl_870.vtk,glioma,23392,46184
data/vtk/glioma/Tr-gl_871.vtk,glioma,13184,25888
data/vtk/glioma/Tr-gl_872.vtk,glioma,11982,23400
data/vtk/glioma/Tr-gl_873.vtk,glioma,16762,32940
data/vtk/glioma/Tr-gl_874.vtk,glioma,30442,60080
data/vtk/glioma/Tr-gl_875.vtk,glioma,17776,34960
data/vtk/glioma/Tr-gl_876.vtk,glioma,14156,27736
data/vtk/glioma/Tr-gl_877.vtk,glioma,36006,71232
data/vtk/glioma/Tr-gl_878.vtk,glioma,26874,53248
data/vtk/glioma/Tr-gl_879.vtk,glioma,28938,57264
data/vtk/glioma/Tr-gl_88.vtk,glioma,39124,77896
data/vtk/glioma/Tr-gl_880.vtk,glioma,40078,79520
data/vtk/glioma/Tr-gl_881.vtk,glioma,35140,69660
data/vtk/glioma/Tr-gl_882.vtk,glioma,32936,65128
data/vtk/glioma/Tr-gl_883.vtk,glioma,26028,51292
data/vtk/glioma/Tr-gl_884.vtk,glioma,32578,64380
data/vtk/glioma/Tr-gl_885.vtk,glioma,27214,53928
data/vtk/glioma/Tr-gl_886.vtk,glioma,38478,76324
data/vtk/glioma/Tr-gl_887.vtk,glioma,4936,9620
data/vtk/glioma/Tr-gl_888.vtk,glioma,19358,38128
data/vtk/glioma/Tr-gl_889.vtk,glioma,51680,102748
data/vtk/glioma/Tr-gl_89.vtk,glioma,2664,5180
data/vtk/glioma/Tr-gl_890.vtk,glioma,7666,15064
data/vtk/glioma/Tr-gl_891.vtk,glioma,28864,56956
data/vtk/glioma/Tr-gl_892.vtk,glioma,19022,37396
data/vtk/glioma/Tr-gl_893.vtk,glioma,18984,37324
data/vtk/glioma/Tr-gl_894.vtk,glioma,27336,54136
data/vtk/glioma/Tr-gl_895.vtk,glioma,8952,17568
data/vtk/glioma/Tr-gl_896.vtk,glioma,55622,110700
data/vtk/glioma/Tr-gl_897.vtk,glioma,14084,27732
data/vtk/glioma/Tr-gl_898.vtk,glioma,45436,90192
data/vtk/glioma/Tr-gl_899.vtk,glioma,57420,114000
data/vtk/glioma/Tr-gl_9.vtk,glioma,2628,5120
data/vtk/glioma/Tr-gl_90.vtk,glioma,27276,53928
data/vtk/glioma/Tr-gl_900.vtk,glioma,9990,19536
data/vtk/glioma/Tr-gl_901.vtk,glioma,8058,15688
data/vtk/glioma/Tr-gl_902.vtk,glioma,41056,82016
data/vtk/glioma/Tr-gl_903.vtk,glioma,55894,111284
data/vtk/glioma/Tr-gl_904.vtk,glioma,32612,64544
data/vtk/glioma/Tr-gl_905.vtk,glioma,11618,22876
data/vtk/glioma/Tr-gl_906.vtk,glioma,31932,63220
data/vtk/glioma/Tr-gl_907.vtk,glioma,36430,72200
data/vtk/glioma/Tr-gl_908.vtk,glioma,53076,105652
data/vtk/glioma/Tr-gl_909.vtk,glioma,1836,3544
data/vtk/glioma/Tr-gl_91.vtk,glioma,39994,79400
data/vtk/glioma/Tr-gl_910.vtk,glioma,23790,47020
data/vtk/glioma/Tr-gl_911.vtk,glioma,28382,56224
data/vtk/glioma/Tr-gl_912.vtk,glioma,39886,78944
data/vtk/glioma/Tr-gl_913.vtk,glioma,11436,22480
data/vtk/glioma/Tr-gl_914.vtk,glioma,39492,78340
data/vtk/glioma/Tr-gl_915.vtk,glioma,23012,45456
data/vtk/glioma/Tr-gl_916.vtk,glioma,25538,50584
data/vtk/glioma/Tr-gl_917.vtk,glioma,60204,119580
data/vtk/glioma/Tr-gl_918.vtk,glioma,46944,93448
data/vtk/glioma/Tr-gl_919.vtk,glioma,11104,21716
data/vtk/glioma/Tr-gl_92.vtk,glioma,34304,68272
data/vtk/glioma/Tr-gl_920.vtk,glioma,47136,93476
data/vtk/glioma/Tr-gl_921.vtk,glioma,2042,3976
data/vtk/glioma/Tr-gl_922.vtk,glioma,23744,46848
data/vtk/glioma/Tr-gl_923.vtk,glioma,17662,34788
data/vtk/glioma/Tr-gl_924.vtk,glioma,7282,14184
data/vtk/glioma/Tr-gl_925.vtk,glioma,25978,51264
data/vtk/glioma/Tr-gl_926.vtk,glioma,20382,40104
data/vtk/glioma/Tr-gl_927.vtk,glioma,20082,39504
data/vtk/glioma/Tr-gl_928.vtk,glioma,6218,12152
data/vtk/glioma/Tr-gl_929.vtk,glioma,22466,44344
data/vtk/glioma/Tr-gl_93.vtk,glioma,24632,48548
data/vtk/glioma/Tr-gl_930.vtk,glioma,22646,44884
data/vtk/glioma/Tr-gl_931.vtk,glioma,38300,76180
data/vtk/glioma/Tr-gl_932.vtk,glioma,13512,26524
data/vtk/glioma/Tr-gl_933.vtk,glioma,60162,119868
data/vtk/glioma/Tr-gl_934.vtk,glioma,33536,66492
data/vtk/glioma/Tr-gl_935.vtk,glioma,39822,79308
data/vtk/glioma/Tr-gl_936.vtk,glioma,38476,76628
data/vtk/glioma/Tr-gl_937.vtk,glioma,34112,67656
data/vtk/glioma/Tr-gl_938.vtk,glioma,10378,20472
data/vtk/glioma/Tr-gl_939.vtk,glioma,24512,48336
data/vtk/glioma/Tr-gl_94.vtk,glioma,12050,23652
data/vtk/glioma/Tr-gl_940.vtk,glioma,12448,24376
data/vtk/glioma/Tr-gl_941.vtk,glioma,35908,70892
data/vtk/glioma/Tr-gl_942.vtk,glioma,966,1864
data/vtk/glioma/Tr-gl_943.vtk,glioma,8696,16896
data/vtk/glioma/Tr-gl_944.vtk,glioma,7934,15564
data/vtk/glioma/Tr-gl_945.vtk,glioma,34274,67756
data/vtk/glioma/Tr-gl_946.vtk,glioma,19202,37828
data/vtk/glioma/Tr-gl_947.vtk,glioma,4728,9208
data/vtk/glioma/Tr-gl_948.vtk,glioma,36536,72028
data/vtk/glioma/Tr-gl_949.vtk,glioma,1632,3152
data/vtk/glioma/Tr-gl_95.vtk,glioma,45660,90320
data/vtk/glioma/Tr-gl_950.vtk,glioma,24726,48768
data/vtk/glioma/Tr-gl_951.vtk,glioma,1878,3640
data/vtk/glioma/Tr-gl_952.vtk,glioma,18166,35760
data/vtk/glioma/Tr-gl_953.vtk,glioma,26716,53116
data/vtk/glioma/Tr-gl_954.vtk,glioma,24754,48936
data/vtk/glioma/Tr-gl_955.vtk,glioma,14440,28312
data/vtk/glioma/Tr-gl_956.vtk,glioma,18962,37620
data/vtk/glioma/Tr-gl_957.vtk,glioma,19946,39304
data/vtk/glioma/Tr-gl_958.vtk,glioma,48400,96292
data/vtk/glioma/Tr-gl_959.vtk,glioma,35914,71004
data/vtk/glioma/Tr-gl_96.vtk,glioma,35588,70588
data/vtk/glioma/Tr-gl_960.vtk,glioma,23636,46600
data/vtk/glioma/Tr-gl_961.vtk,glioma,28856,57164
data/vtk/glioma/Tr-gl_962.vtk,glioma,44656,88432
data/vtk/glioma/Tr-gl_963.vtk,glioma,11788,23088
data/vtk/glioma/Tr-gl_964.vtk,glioma,2054,3976
data/vtk/glioma/Tr-gl_965.vtk,glioma,19164,37744
data/vtk/glioma/Tr-gl_966.vtk,glioma,5166,10032
data/vtk/glioma/Tr-gl_967.vtk,glioma,19304,37992
data/vtk/glioma/Tr-gl_968.vtk,glioma,36632,72888
data/vtk/glioma/Tr-gl_969.vtk,glioma,16298,32056
data/vtk/glioma/Tr-gl_97.vtk,glioma,33550,66168
data/vtk/glioma/Tr-gl_970.vtk,glioma,7256,14272
data/vtk/glioma/Tr-gl_971.vtk,glioma,33630,66636
data/vtk/glioma/Tr-gl_972.vtk,glioma,27652,54532
data/vtk/glioma/Tr-gl_973.vtk,glioma,14006,27480
data/vtk/glioma/Tr-gl_974.vtk,glioma,36324,72068
data/vtk/glioma/Tr-gl_975.vtk,glioma,13402,26296
data/vtk/glioma/Tr-gl_976.vtk,glioma,48944,97540
data/vtk/glioma/Tr-gl_977.vtk,glioma,6326,12312
data/vtk/glioma/Tr-gl_978.vtk,glioma,21108,41700
data/vtk/glioma/Tr-gl_979.vtk,glioma,17750,34896
data/vtk/glioma/Tr-gl_98.vtk,glioma,36696,72832
data/vtk/glioma/Tr-gl_980.vtk,glioma,30824,60852
data/vtk/glioma/Tr-gl_981.vtk,glioma,30384,60040
data/vtk/glioma/Tr-gl_982.vtk,glioma,23178,45672
data/vtk/glioma/Tr-gl_983.vtk,glioma,27554,54796
data/vtk/glioma/Tr-gl_984.vtk,glioma,24814,48952
data/vtk/glioma/Tr-gl_985.vtk,glioma,22388,43984
data/vtk/glioma/Tr-gl_986.vtk,glioma,15372,30232
data/vtk/glioma/Tr-gl_987.vtk,glioma,38550,76964
data/vtk/glioma/Tr-gl_988.vtk,glioma,30714,60724
data/vtk/glioma/Tr-gl_989.vtk,glioma,43944,87212
data/vtk/glioma/Tr-gl_99.vtk,glioma,24384,47992
data/vtk/glioma/Tr-gl_990.vtk,glioma,36530,72908
data/vtk/glioma/Tr-gl_991.vtk,glioma,21698,42728
data/vtk/glioma/Tr-gl_992.vtk,glioma,15736,30928
data/vtk/glioma/Tr-gl_993.vtk,glioma,3856,7512
data/vtk/glioma/Tr-gl_994.vtk,glioma,33574,66908
data/vtk/glioma/Tr-gl_995.vtk,glioma,55998,111284
data/vtk/glioma/Tr-gl_996.vtk,glioma,25848,51052
data/vtk/glioma/Tr-gl_997.vtk,glioma,36152,71660
data/vtk/glioma/Tr-gl_998.vtk,glioma,30878,61236
data/vtk/glioma/Tr-gl_999.vtk,glioma,29582,58892
data/vtk/meningioma/Tr-aug-me_1.vtk,meningioma,13644,26968
data/vtk/meningioma/Tr-aug-me_10.vtk,meningioma,37316,74192
data/vtk/meningioma/Tr-aug-me_100.vtk,meningioma,54680,108804
data/vtk/meningioma/Tr-aug-me_11.vtk,meningioma,50736,100984
data/vtk/meningioma/Tr-aug-me_12.vtk,meningioma,11898,23220
data/vtk/meningioma/Tr-aug-me_13.vtk,meningioma,61046,121488
data/vtk/meningioma/Tr-aug-me_14.vtk,meningioma,44346,88132
data/vtk/meningioma/Tr-aug-me_15.vtk,meningioma,46586,92564
data/vtk/meningioma/Tr-aug-me_16.vtk,meningioma,43378,86260
data/vtk/meningioma/Tr-aug-me_17.vtk,meningioma,36486,72656
data/vtk/meningioma/Tr-aug-me_18.vtk,meningioma,50168,99832
data/vtk/meningioma/Tr-aug-me_19.vtk,meningioma,41252,82032
data/vtk/meningioma/Tr-aug-me_2.vtk,meningioma,25626,50816
data/vtk/meningioma/Tr-aug-me_20.vtk,meningioma,45576,90760
data/vtk/meningioma/Tr-aug-me_21.vtk,meningioma,29418,58168
data/vtk/meningioma/Tr-aug-me_22.vtk,meningioma,54212,107764
data/vtk/meningioma/Tr-aug-me_23.vtk,meningioma,56220,111944
data/vtk/meningioma/Tr-aug-me_24.vtk,meningioma,38909,77356
data/vtk/meningioma/Tr-aug-me_25.vtk,meningioma,33428,66212
data/vtk/meningioma/Tr-aug-me_26.vtk,meningioma,9480,18584
data/vtk/meningioma/Tr-aug-me_27.vtk,meningioma,34754,69088
data/vtk/meningioma/Tr-aug-me_28.vtk,meningioma,29066,57780
data/vtk/meningioma/Tr-aug-me_29.vtk,meningioma,43108,85780
data/vtk/meningioma/Tr-aug-me_3.vtk,meningioma,40832,81228
data/vtk/meningioma/Tr-aug-me_30.vtk,meningioma,66654,132712
data/vtk/meningioma/Tr-aug-me_31.vtk,meningioma,55120,109776
data/vtk/meningioma/Tr-aug-me_32.vtk,meningioma,47320,93944
data/vtk/meningioma/Tr-aug-me_33.vtk,meningioma,53156,105816
data/vtk/meningioma/Tr-aug-me_34.vtk,meningioma,34212,67692
data/vtk/meningioma/Tr-aug-me_35.vtk,meningioma,29302,57956
data/vtk/meningioma/Tr-aug-me_36.vtk,meningioma,39370,78252
data/vtk/meningioma/Tr-aug-me_37.vtk,meningioma,22942,45476
data/vtk/meningioma/Tr-aug-me_38.vtk,meningioma,40032,79496
data/vtk/meningioma/Tr-aug-me_39.vtk,meningioma,45046,89420
data/vtk/meningioma/Tr-aug-me_4.vtk,meningioma,40172,80116
data/vtk/meningioma/Tr-aug-me_40.vtk,meningioma,38878,77300
data/vtk/meningioma/Tr-aug-me_41.vtk,meningioma,32160,63884
data/vtk/meningioma/Tr-aug-me_42.vtk,meningioma,25334,50076
data/vtk/meningioma/Tr-aug-me_43.vtk,meningioma,61716,123028
data/vtk/meningioma/Tr-aug-me_44.vtk,meningioma,44820,89004
data/vtk/meningioma/Tr-aug-me_45.vtk,meningioma,42252,83992
data/vtk/meningioma/Tr-aug-me_46.vtk,meningioma,40700,80152
data/vtk/meningioma/Tr-aug-me_47.vtk,meningioma,58898,117332
data/vtk/meningioma/Tr-aug-me_48.vtk,meningioma,27586,54600
data/vtk/meningioma/Tr-aug-me_49.vtk,meningioma,34104,67760
data/vtk/meningioma/Tr-aug-me_5.vtk,meningioma,33392,66108
data/vtk/meningioma/Tr-aug-me_50.vtk,meningioma,30464,60192
data/vtk/meningioma/Tr-aug-me_51.vtk,meningioma,39134,77764
data/vtk/meningioma/Tr-aug-me_52.vtk,meningioma,28928,57472
data/vtk/meningioma/Tr-aug-me_53.vtk,meningioma,44474,88236
data/vtk/meningioma/Tr-aug-me_54.vtk,meningioma,37068,73408
data/vtk/meningioma/Tr-aug-me_55.vtk,meningioma,29398,58448
data/vtk/meningioma/Tr-aug-me_56.vtk,meningioma,23652,46840
data/vtk/meningioma/Tr-aug-me_57.vtk,meningioma,5784,11256
data/vtk/meningioma/Tr-aug-me_58.vtk,meningioma,69880,138944
data/vtk/meningioma/Tr-aug-me_59.vtk,meningioma,55940,111308
data/vtk/meningioma/Tr-aug-me_6.vtk,meningioma,36348,72240
data/vtk/meningioma/Tr-aug-me_60.vtk,meningioma,52502,104404
data/vtk/meningioma/Tr-aug-me_61.vtk,meningioma,53132,105464
data/vtk/meningioma/Tr-aug-me_62.vtk,meningioma,40616,80292
data/vtk/meningioma/Tr-aug-me_63.vtk,meningioma,33430,66400
data/vtk/meningioma/Tr-aug-me_64.vtk,meningioma,23238,45904
data/vtk/meningioma/Tr-aug-me_65.vtk,meningioma,48086,95788
data/vtk/meningioma/Tr-aug-me_66.vtk,meningioma,31130,61696
data/vtk/meningioma/Tr-aug-me_67.vtk,meningioma,26104,51816
data/vtk/meningioma/Tr-aug-me_68.vtk,meningioma,30816,60928
data/vtk/meningioma/Tr-aug-me_69.vtk,meningioma,54156,107576
data/vtk/meningioma/Tr-aug-me_7.vtk,meningioma,52480,104308
data/vtk/meningioma/Tr-aug-me_70.vtk,meningioma,48302,95944
data/vtk/meningioma/Tr-aug-me_71.vtk,meningioma,40654,80892
data/vtk/meningioma/Tr-aug-me_72.vtk,meningioma,19344,38348
data/vtk/meningioma/Tr-aug-me_73.vtk,meningioma,59856,118888
data/vtk/meningioma/Tr-aug-me_74.vtk,meningioma,39573,78008
data/vtk/meningioma/Tr-aug-me_75.vtk,meningioma,33108,65780
data/vtk/meningioma/Tr-aug-me_76.vtk,meningioma,32338,63868
data/vtk/meningioma/Tr-aug-me_77.vtk,meningioma,49336,97980
data/vtk/meningioma/Tr-aug-me_78.vtk,meningioma,55290,110224
data/vtk/meningioma/Tr-aug-me_79.vtk,meningioma,52538,104648
data/vtk/meningioma/Tr-aug-me_8.vtk,meningioma,35396,70176
data/vtk/meningioma/Tr-aug-me_80.vtk,meningioma,54196,107736
data/vtk/meningioma/Tr-aug-me_81.vtk,meningioma,31710,63096
data/vtk/meningioma/Tr-aug-me_82.vtk,meningioma,23198,45896
data/vtk/meningioma/Tr-aug-me_83.vtk,meningioma,41186,81536
data/vtk/meningioma/Tr-aug-me_84.vtk,meningioma,53628,106792
data/vtk/meningioma/Tr-aug-me_85.vtk,meningioma,60886,121316
data/vtk/meningioma/Tr-aug-me_86.vtk,meningioma,38764,77120
data/vtk/meningioma/Tr-aug-me_87.vtk,meningioma,30086,59512
data/vtk/meningioma/Tr-aug-me_88.vtk,meningioma,38706,76876
data/vtk/meningioma/Tr-aug-me_89.vtk,meningioma,42640,85144
data/vtk/meningioma/Tr-aug-me_9.vtk,meningioma,40388,80144
data/vtk/meningioma/Tr-aug-me_90.vtk,meningioma,10142,19880
data/vtk/meningioma/Tr-aug-me_91.vtk,meningioma,38200,76048
data/vtk/meningioma/Tr-aug-me_92.vtk,meningioma,18436,36132
data/vtk/meningioma/Tr-aug-me_93.vtk,meningioma,56884,113168
data/vtk/meningioma/Tr-aug-me_94.vtk,meningioma,17810,35112
data/vtk/meningioma/Tr-aug-me_95.vtk,meningioma,20038,39524
data/vtk/meningioma/Tr-aug-me_96.vtk,meningioma,14708,29020
data/vtk/meningioma/Tr-aug-me_97.vtk,meningioma,44628,88680
data/vtk/meningioma/Tr-aug-me_98.vtk,meningioma,64686,128604
data/vtk/meningioma/Tr-aug-me_99.vtk,meningioma,49464,98396
data/vtk/meningioma/Tr-me_1.vtk,meningioma,29342,57968
data/vtk/meningioma/Tr-me_10.vtk,meningioma,26784,53136
data/vtk/meningioma/Tr-me_100.vtk,meningioma,39332,78200
data/vtk/meningioma/Tr-me_1000.vtk,meningioma,37938,75320
data/vtk/meningioma/Tr-me_1001.vtk,meningioma,26988,53684
data/vtk/meningioma/Tr-me_1002.vtk,meningioma,32986,65488
data/vtk/meningioma/Tr-me_1003.vtk,meningioma,45658,90796
data/vtk/meningioma/Tr-me_1004.vtk,meningioma,47074,93208
data/vtk/meningioma/Tr-me_1005.vtk,meningioma,13466,26348
data/vtk/meningioma/Tr-me_1006.vtk,meningioma,39268,77944
data/vtk/meningioma/Tr-me_1007.vtk,meningioma,24778,49164
data/vtk/meningioma/Tr-me_1008.vtk,meningioma,35282,69824
data/vtk/meningioma/Tr-me_1009.vtk,meningioma,56326,112160
data/vtk/meningioma/Tr-me_101.vtk,meningioma,32292,64424
data/vtk/meningioma/Tr-me_1010.vtk,meningioma,48030,95380
data/vtk/meningioma/Tr-me_1011.vtk,meningioma,38118,75604
data/vtk/meningioma/Tr-me_1012.vtk,meningioma,20808,41208
data/vtk/meningioma/Tr-me_1013.vtk,meningioma,35652,70564
data/vtk/meningioma/Tr-me_1014.vtk,meningioma,211409,420540
data/vtk/meningioma/Tr-me_1015.vtk,meningioma,74918,149596
data/vtk/meningioma/Tr-me_1016.vtk,meningioma,34390,68376
data/vtk/meningioma/Tr-me_1017.vtk,meningioma,28830,57044
data/vtk/meningioma/Tr-me_1018.vtk,meningioma,68644,136464
data/vtk/meningioma/Tr-me_1019.vtk,meningioma,22824,45008
data/vtk/meningioma/Tr-me_102.vtk,meningioma,20554,40564
data/vtk/meningioma/Tr-me_1020.vtk,meningioma,59208,117816
data/vtk/meningioma/Tr-me_1021.vtk,meningioma,28508,56544
data/vtk/meningioma/Tr-me_1022.vtk,meningioma,50632,100532
data/vtk/meningioma/Tr-me_1023.vtk,meningioma,28108,55616
data/vtk/meningioma/Tr-me_1024.vtk,meningioma,45634,90824
data/vtk/meningioma/Tr-me_1025.vtk,meningioma,35318,69952
data/vtk/meningioma/Tr-me_1026.vtk,meningioma,53218,105444
data/vtk/meningioma/Tr-me_1027.vtk,meningioma,27712,54676
data/vtk/meningioma/Tr-me_1028.vtk,meningioma,36094,71816
data/vtk/meningioma/Tr-me_1029.vtk,meningioma,60088,119648
data/vtk/meningioma/Tr-me_103.vtk,meningioma,36412,72188
data/vtk/meningioma/Tr-me_1030.vtk,meningioma,34162,67704
data/vtk/meningioma/Tr-me_1031.vtk,meningioma,38684,76948
data/vtk/meningioma/Tr-me_1032.vtk,meningioma,111070,221688
data/vtk/meningioma/Tr-me_1033.vtk,meningioma,31110,61612
data/vtk/meningioma/Tr-me_1034.vtk,meningioma,39184,77776
data/vtk/meningioma/Tr-me_1035.vtk,meningioma,46234,92052
data/vtk/meningioma/Tr-me_1036.vtk,meningioma,31358,61968
data/vtk/meningioma/Tr-me_1037.vtk,meningioma,36620,72844
data/vtk/meningioma/Tr-me_1038.vtk,meningioma,7202,14016
data/vtk/meningioma/Tr-me_1039.vtk,meningioma,44310,88032
data/vtk/meningioma/Tr-me_104.vtk,meningioma,3570,7016
data/vtk/meningioma/Tr-me_1040.vtk,meningioma,32830,65260
data/vtk/meningioma/Tr-me_1041.vtk,meningioma,33592,66568
data/vtk/meningioma/Tr-me_1042.vtk,meningioma,19606,38620
data/vtk/meningioma/Tr-me_1043.vtk,meningioma,50090,99756
data/vtk/meningioma/Tr-me_1044.vtk,meningioma,149494,297228
data/vtk/meningioma/Tr-me_1045.vtk,meningioma,31948,63308
data/vtk/meningioma/Tr-me_1046.vtk,meningioma,65012,129492
data/vtk/meningioma/Tr-me_1047.vtk,meningioma,57406,114092
data/vtk/meningioma/Tr-me_1048.vtk,meningioma,31866,63244
data/vtk/meningioma/Tr-me_1049.vtk,meningioma,44710,89140
data/vtk/meningioma/Tr-me_105.vtk,meningioma,28224,55760
data/vtk/meningioma/Tr-me_1050.vtk,meningioma,52674,104520
data/vtk/meningioma/Tr-me_1051.vtk,meningioma,41126,82200
data/vtk/meningioma/Tr-me_1052.vtk,meningioma,46750,93476
data/vtk/meningioma/Tr-me_1053.vtk,meningioma,56174,112092
data/vtk/meningioma/Tr-me_1054.vtk,meningioma,43996,87548
data/vtk/meningioma/Tr-me_1055.vtk,meningioma,32104,63648
data/vtk/meningioma/Tr-me_1056.vtk,meningioma,28996,57644
data/vtk/meningioma/Tr-me_1057.vtk,meningioma,121654,242272
data/vtk/meningioma/Tr-me_1058.vtk,meningioma,39352,78220
data/vtk/meningioma/Tr-me_1059.vtk,meningioma,48886,97328
data/vtk/meningioma/Tr-me_106.vtk,meningioma,39016,77804
data/vtk/meningioma/Tr-me_1060.vtk,meningioma,28124,55796
data/vtk/meningioma/Tr-me_1061.vtk,meningioma,48976,97744
data/vtk/meningioma/Tr-me_1062.vtk,meningioma,45984,91376
data/vtk/meningioma/Tr-me_1063.vtk,meningioma,39704,78964
data/vtk/meningioma/Tr-me_1064.vtk,meningioma,79344,157592
data/vtk/meningioma/Tr-me_1065.vtk,meningioma,41468,82384
data/vtk/meningioma/Tr-me_1066.vtk,meningioma,40712,81000
data/vtk/meningioma/Tr-me_1067.vtk,meningioma,51888,103236
data/vtk/meningioma/Tr-me_1068.vtk,meningioma,47802,94992
data/vtk/meningioma/Tr-me_1069.vtk,meningioma,74141,146028
data/vtk/meningioma/Tr-me_107.vtk,meningioma,64172,127700
data/vtk/meningioma/Tr-me_1070.vtk,meningioma,44998,89332
data/vtk/meningioma/Tr-me_1071.vtk,meningioma,61044,121516
data/vtk/meningioma/Tr-me_1072.vtk,meningioma,26444,52388
data/vtk/meningioma/Tr-me_1073.vtk,meningioma,55120,109496
data/vtk/meningioma/Tr-me_1074.vtk,meningioma,31080,61608
data/vtk/meningioma/Tr-me_1075.vtk,meningioma,38018,75008
data/vtk/meningioma/Tr-me_1076.vtk,meningioma,13252,26208
data/vtk/meningioma/Tr-me_1077.vtk,meningioma,64760,128820
data/vtk/meningioma/Tr-me_1078.vtk,meningioma,53407,106128
data/vtk/meningioma/Tr-me_1079.vtk,meningioma,31800,63068
data/vtk/meningioma/Tr-me_108.vtk,meningioma,39086,77308
data/vtk/meningioma/Tr-me_1080.vtk,meningioma,22784,45144
data/vtk/meningioma/Tr-me_1081.vtk,meningioma,37454,74668
data/vtk/meningioma/Tr-me_1082.vtk,meningioma,42904,85336
data/vtk/meningioma/Tr-me_1083.vtk,meningioma,107272,213740
data/vtk/meningioma/Tr-me_1084.vtk,meningioma,19068,38068
data/vtk/meningioma/Tr-me_1085.vtk,meningioma,56404,112260
data/vtk/meningioma/Tr-me_1086.vtk,meningioma,41792,83168
data/vtk/meningioma/Tr-me_1087.vtk,meningioma,62562,125056
data/vtk/meningioma/Tr-me_1088.vtk,meningioma,24403,47852
data/vtk/meningioma/Tr-me_1089.vtk,meningioma,33856,67460
data/vtk/meningioma/Tr-me_109.vtk,meningioma,168730,337092
data/vtk/meningioma/Tr-me_1090.vtk,meningioma,65475,130160
data/vtk/meningioma/Tr-me_1091.vtk,meningioma,63238,125756
data/vtk/meningioma/Tr-me_1092.vtk,meningioma,26096,51616
data/vtk/meningioma/Tr-me_1093.vtk,meningioma,8096,15848
data/vtk/meningioma/Tr-me_1094.vtk,meningioma,47412,94216
data/vtk/meningioma/Tr-me_1095.vtk,meningioma,58916,117168
data/vtk/meningioma/Tr-me_1096.vtk,meningioma,43876,86760
data/vtk/meningioma/Tr-me_1097.vtk,meningioma,56430,112304
data/vtk/meningioma/Tr-me_1098.vtk,meningioma,32416,64220
data/vtk/meningioma/Tr-me_1099.vtk,meningioma,73746,147136
data/vtk/meningioma/Tr-me_11.vtk,meningioma,29190,57772
data/vtk/meningioma/Tr-me_110.vtk,meningioma,120390,240020
data/vtk/meningioma/Tr-me_1100.vtk,meningioma,37164,73604
data/vtk/meningioma/Tr-me_1101.vtk,meningioma,36096,71600
data/vtk/meningioma/Tr-me_1102.vtk,meningioma,39890,79200
data/vtk/meningioma/Tr-me_1103.vtk,meningioma,38642,76856
data/vtk/meningioma/Tr-me_1104.vtk,meningioma,9836,19348
data/vtk/meningioma/Tr-me_1105.vtk,meningioma,28816,57168
data/vtk/meningioma/Tr-me_1106.vtk,meningioma,39938,79400
data/vtk/meningioma/Tr-me_1107.vtk,meningioma,63840,126636
data/vtk/meningioma/Tr-me_1108.vtk,meningioma,47420,94464
data/vtk/meningioma/Tr-me_1109.vtk,meningioma,26424,52372
data/vtk/meningioma/Tr-me_111.vtk,meningioma,34904,69736
data/vtk/meningioma/Tr-me_1110.vtk,meningioma,177892,355840
data/vtk/meningioma/Tr-me_1111.vtk,meningioma,30210,59828
data/vtk/meningioma/Tr-me_1112.vtk,meningioma,154077,307572
data/vtk/meningioma/Tr-me_1113.vtk,meningioma,38954,77672
data/vtk/meningioma/Tr-me_1114.vtk,meningioma,70226,140064
data/vtk/meningioma/Tr-me_1115.vtk,meningioma,29394,58072
data/vtk/meningioma/Tr-me_1116.vtk,meningioma,20606,40672
data/vtk/meningioma/Tr-me_1117.vtk,meningioma,30524,60440
data/vtk/meningioma/Tr-me_1118.vtk,meningioma,40302,79988
data/vtk/meningioma/Tr-me_1119.vtk,meningioma,38128,75888
data/vtk/meningioma/Tr-me_112.vtk,meningioma,41864,83644
data/vtk/meningioma/Tr-me_1120.vtk,meningioma,32138,63748
data/vtk/meningioma/Tr-me_1121.vtk,meningioma,94603,187804
data/vtk/meningioma/Tr-me_1122.vtk,meningioma,90930,180824
data/vtk/meningioma/Tr-me_1123.vtk,meningioma,29154,57644
data/vtk/meningioma/Tr-me_1124.vtk,meningioma,38922,77452
data/vtk/meningioma/Tr-me_1125.vtk,meningioma,192240,383936
data/vtk/meningioma/Tr-me_1126.vtk,meningioma,53318,106100
data/vtk/meningioma/Tr-me_1127.vtk,meningioma,120054,239684
data/vtk/meningioma/Tr-me_1128.vtk,meningioma,43156,86168
data/vtk/meningioma/Tr-me_1129.vtk,meningioma,18761,36796
data/vtk/meningioma/Tr-me_113.vtk,meningioma,33714,66772
data/vtk/meningioma/Tr-me_1130.vtk,meningioma,29564,58284
data/vtk/meningioma/Tr-me_1131.vtk,meningioma,42874,85360
data/vtk/meningioma/Tr-me_1132.vtk,meningioma,28368,56196
data/vtk/meningioma/Tr-me_1133.vtk,meningioma,44888,89112
data/vtk/meningioma/Tr-me_1134.vtk,meningioma,22960,45212
data/vtk/meningioma/Tr-me_1135.vtk,meningioma,43452,86812
data/vtk/meningioma/Tr-me_1136.vtk,meningioma,42382,83696
data/vtk/meningioma/Tr-me_1137.vtk,meningioma,47560,94328
data/vtk/meningioma/Tr-me_1138.vtk,meningioma,81138,161656
